file_path,language,time_stamp,content,translation
datasets\Corpus\adult\audio\test_split\AD43038.wav,ur,0.000-3.060,میرا ہوم ٹاؤن بیکانے راجستان ہے یہ,"My hometown is Bikaner, Rajasthan"
datasets\Corpus\adult\audio\test_split\AD43046.wav,hi,0.000-6.760,कचावरी जो बिकानेर की कचावरी है वह पसंद है वहां की भुजिया पसंद है घेवर पसंद है,"I like Bikaner's Kachori, Bhujia, Ghawar"
datasets\Corpus\adult\audio\test_split\AD43049.wav,en,0.000-4.640,what is your favorite destination for holiday what do you like that place okay banaras,What is your favorite destination for holiday?
datasets\Corpus\adult\audio\test_split\AD43052.wav,ur,0.000-3.020,مطلب وہاں لوگوں کے بیچ میں گھلنا ملنا چاہوں گا,I mean I want to meet people there
datasets\Corpus\adult\audio\test_split\AD43053.wav,hi,0.000-5.280,"तो बनारस मुझे सबसे अच्छी जगह लगती है, वह जगह क्यों आपको पसंद है?",So I like the best place in Banaras.
datasets\Corpus\adult\audio\test_split\AD43054.wav,ur,0.000-2.760,وہ جگہ مجھے اس لئے پسند ہے کیونکہ وہاں کچھ,I like that place because there is something
datasets\Corpus\adult\audio\test_split\AD43055.wav,ur,0.000-1.560,وہاں کے لوگ وہاں جو,"the people there, the people there"
datasets\Corpus\adult\audio\test_split\AD43058.wav,ur,0.000-3.720,ایک چھوٹے سے گاؤں میں دو فرینڈز رہتے تھے چنٹو اور راجو,Please read these lines.
datasets\Corpus\adult\audio\test_split\AD43058.wav,ur,3.720-6.840,دونوں ہی بچے بہت مستی کرتے تھے اور ان کی فرینڈشپ بلکل چھوٹا,"There were two friends in a small village, Chintu and Raju."
datasets\Corpus\adult\audio\test_split\AD43059.wav,ur,0.000-3.220,چنٹو اور راجہ نے ایک دن سنا کہ ان کے پاس کے جنگل میں ایک جادوی گفہ ہے,Chintu and Raja heard that there is a magical cave in the nearby jungle.
datasets\Corpus\adult\audio\test_split\AD43059.wav,ur,3.220-6.840,اسے سن کے دونوں نے سوچا کہ ان کا نیکس ریزنچر سپورٹ ہو سکتا ہے,"After hearing this, both thought that their next adventure could be a sport."
datasets\Corpus\adult\audio\test_split\AD43064.wav,ur,0.000-2.740,گارڈین کے دیئے گئے ٹاسک کمپلیٹ کر لیے,completed the task given by the guardian
datasets\Corpus\adult\audio\test_split\AD43066.wav,ur,0.000-6.720,اس گفہ کا راج ہے ساتھ نبانا اور ایک دوسرے کی مدد کرنا,The secrets of the cave began to unfold before them.
datasets\Corpus\adult\audio\test_split\AD43066.wav,ur,6.720-7.880,یہ گفہ ان لوگوں کے لئے ہے,The king of this cave is to help each other.
datasets\Corpus\adult\audio\test_split\AD43087.wav,hi,0.000-1.400,पट्टियां भी दिख रही हैं,you can see the strips
datasets\Corpus\adult\audio\test_split\AD43091.wav,en,0.000-3.600,Can you describe this image? What are the thoughts about it?,Can you describe this image? What are the thoughts about it?
datasets\Corpus\adult\audio\test_split\AD43103.wav,ur,0.000-1.520,کہ کرسمس ٹری جو کی,Christmas tree
datasets\Corpus\adult\audio\test_split\AD43105.wav,so,0.000-0.640,Thank you.,Thank you.
datasets\Corpus\adult\audio\test_split\AD47001.wav,en,0.000-4.480,My favorite festival is Holi.,My favorite festival is Holi.
datasets\Corpus\adult\audio\test_split\AD47005.wav,hi,0.000-4.200,जो खाने का preparation होता है celebration के पहले,The preparation of food before the celebration.
datasets\Corpus\adult\audio\test_split\AD47007.wav,hi,0.000-2.420,इंप्रेशन अलग फीलिंग क्रिएट करती है हम,It creates a different feeling.
datasets\Corpus\adult\audio\test_split\AD47013.wav,hi,0.000-1.640,गेट टोकेदर बहुत बड़ा हो जाता है,get together becomes very big and
datasets\Corpus\adult\audio\test_split\AD47018.wav,hi,0.000-7.080,आज बहुत फॉंड नहीं हूँ मैं सीरीज या टीवी शोज देखने के बाद अ,I am not fond of watching TV shows or series but
datasets\Corpus\adult\audio\test_split\AD47024.wav,en,0.000-4.640,they played their roles is awesome especially the manisha koirala and alam zaib,they played their roles is awesome especially the manisha koirala and alam zaib
datasets\Corpus\adult\audio\test_split\AD47025.wav,en,0.000-4.720,and i really like this story and storyline was quite impressive,and I really like this story and storyline was quite impressive.
datasets\Corpus\adult\audio\test_split\AD47026.wav,en,0.000-2.540,So that was the last series that I watched.,"So that was the last series that I watched, Heera Mandi. Mirzapur is still"
datasets\Corpus\adult\audio\test_split\AD47030.wav,en,0.000-3.040,"प्रयागराज एक historical place है, but",Prayagraj is a historical place but
datasets\Corpus\adult\audio\test_split\AD47031.wav,hi,0.000-6.320,इससे भी ज्यादा बेटर और इंटरेस्टिंग और मेरा जो फेवरेट प्लेस है वह है मेरा,My favorite place is
datasets\Corpus\adult\audio\test_split\AD47032.wav,hi,0.000-4.080,birth place जो कि मद्यप्रदेश का एक छोटा सा टाउन है सिंग्रॉली,"birthplace which is a small town of Madhya Pradesh, Singrolli."
datasets\Corpus\adult\audio\test_split\AD47038.wav,hi,0.000-7.260,मेरे सारे फ्रेंड्स वहीं से हैं मेरी फैमिली के साथ मतलब सारा टाइम मैंने वहीं पर स्पेंड किया है,"All my friends are from there, I have spent most of my time with my family there."
datasets\Corpus\adult\audio\test_split\AD47049.wav,en,0.000-2.260,Indian food is my favorite,Indian food is my favorite
datasets\Corpus\adult\audio\test_split\AD47050.wav,en,0.000-1.760,talking about the dish,talking about the dish
datasets\Corpus\adult\audio\test_split\AD47053.wav,it,0.000-1.800,I can call my favorite dish.,I can call my favorite dish
datasets\Corpus\adult\audio\test_split\AD47054.wav,tl,0.000-0.940,"Anything, anything.","Anything, anything."
datasets\Corpus\adult\audio\test_split\AD47059.wav,en,0.000-6.000,"For example, we cook Undhiyu from Gujarat.","For example, we cook Undhiyu from Gujarat."
datasets\Corpus\adult\audio\test_split\AD47062.wav,en,0.000-3.440,Any dish which goes through the traditional process of cooking,Any dish which goes through the traditional process of cooking
datasets\Corpus\adult\audio\test_split\AD47066.wav,en,0.000-6.200,it is Australia yes again because it is related to the food,it is Australia yes again because it is related to the food
datasets\Corpus\adult\audio\test_split\AD47068.wav,en,0.000-1.200,social medias and all.,social medias and all.
datasets\Corpus\adult\audio\test_split\AD47069.wav,en,0.000-1.700,and from the various,and from the various
datasets\Corpus\adult\audio\test_split\AD47075.wav,hi,0.000-1.220,चिंटू और राजू,Chintu and Raju
datasets\Corpus\adult\audio\test_split\AD47075.wav,hi,1.220-3.800,दोनों ये बच्चे बहुत मस्ती करते थे,Both of them were very playful
datasets\Corpus\adult\audio\test_split\AD47076.wav,hi,0.000-5.420,"और उनकी फ्रेंचिप बिलकुल चुट्टियों की तरह थी, हमेशा पास, हमेशा साथ।",And their friendship was like a little kiss.
datasets\Corpus\adult\audio\test_split\AD47083.wav,en,0.000-3.060,"Welcome Chintu and Raju, मैं हूँ गुफा का Guardian",Welcome Chintu and Raju. I am the guardian of the cave.
datasets\Corpus\adult\audio\test_split\AD47088.wav,en,0.000-1.680,began to unfold before them.,began to unfold before them.
datasets\Corpus\adult\audio\test_split\AD47092.wav,hi,0.000-3.000,चिंटू और राजू ने इस राज को समझा।,Chintu and Raju understood this secret.
datasets\Corpus\adult\audio\test_split\AD47094.wav,hi,0.000-2.580,ये थी चिंटू और राजू की अनोखी गुफा,This was Chintu and Raju's unique cave.
datasets\Corpus\adult\audio\test_split\AD47095.wav,ur,0.000-4.580,کی انوکھی گفا کی کہانی دوستی اور ساتھ میں رہنا ہی اصلی خوشی ہے,"The story of a unique cave, friendship and being together is the real joy."
datasets\Corpus\adult\audio\test_split\AD47103.wav,en,0.000-4.080,"Excited by their discovery, they spend hours deciphering the symbols.","Excited by their discovery, they spend hours deciphering the symbols."
datasets\Corpus\adult\audio\test_split\AD47104.wav,en,0.000-5.100,finally translating a passage that spoke of a hidden portal to a magical world.,"Finally, translating a passage that spoke of a hidden portal to a magical world."
datasets\Corpus\adult\audio\test_split\AD47112.wav,en,0.000-4.340,"Stepping through the passage, they found themselves in a lush magical forest.","Stepping through the passage, they found themselves in a lush magical forest."
datasets\Corpus\adult\audio\test_split\AD47114.wav,hi,0.000-4.100,जहां उन्हें कल्प व्रिक्षों और जादोई द्रिश्यों का सामना किया।,where he faced those reactive trees and magical terraces.
datasets\Corpus\adult\audio\test_split\AD47132.wav,en,0.000-2.400,He is totally exhausted. What to do next?,He is totally exhausted. What to do next?
datasets\Corpus\adult\audio\test_split\AD47134.wav,hi,0.000-4.480,"दो बच्चे हैं, उनको उनके खाने का समान दिया गया हुआ है,","There are two kids, they have their food."
datasets\Corpus\adult\audio\test_split\AD47156.wav,en,0.000-1.760,He's acting for something.,he's acting for something
datasets\Corpus\adult\audio\test_split\AD47162.wav,en,0.000-1.280,another lead character,another lead character
datasets\Corpus\adult\audio\test_split\AD47167.wav,en,0.000-3.480,I can see various other things like,I can see various other things like
datasets\Corpus\adult\audio\test_split\AD59002.wav,en,0.000-3.040,My favorite festival is Janmashtami.,My favorite festival is Janmashtami.
datasets\Corpus\adult\audio\test_split\AD59003.wav,hi,0.000-2.100,कैसे celebrate किया था,and how I celebrated it
datasets\Corpus\adult\audio\test_split\AD59008.wav,en,0.000-2.000,"happy था, exciting था","It was happy, exciting and..."
datasets\Corpus\adult\audio\test_split\AD59011.wav,hi,0.000-5.900,डांस किया काफी जो भजन हो रहे थे तो पार्टिसिपेट किया भजन कीर्तन में,I danced a lot during the bhajans and participated in the bhajans and kirtans.
datasets\Corpus\adult\audio\test_split\AD59017.wav,en,0.000-3.040,and everyone was in their like best clothes,and everyone was in their like best clothes
datasets\Corpus\adult\audio\test_split\AD59028.wav,hi,0.000-1.780,तो वो शो मुझे पसंद है,So I like that show and I watch it frequently. It's a family show.
datasets\Corpus\adult\audio\test_split\AD59037.wav,en,0.000-7.000,"And even though they have gays in their family, gay marriages in their family,","And even though they have gays in their family, gay marriages in their family,"
datasets\Corpus\adult\audio\test_split\AD59037.wav,en,7.340-11.140,they have also shown teenage pregnancy.,they have also shown teenage pregnancy.
datasets\Corpus\adult\audio\test_split\AD59050.wav,en,0.000-2.800,it also showcases a mix of emotions.,It also showcases a mix of emotions.
datasets\Corpus\adult\audio\test_split\AD59057.wav,en,0.000-2.000,Where is my hometown?,Where is my hometown?
datasets\Corpus\adult\audio\test_split\AD59057.wav,en,2.000-4.000,What's so special about that place?,What's so special about that place?
datasets\Corpus\adult\audio\test_split\AD59059.wav,en,0.000-3.680,Jim Gorbet which is quite famous,Jim Gorbet which is quite famous
datasets\Corpus\adult\audio\test_split\AD59062.wav,af,0.000-1.480,और काफी green thumb,and a lot of green thumb
datasets\Corpus\adult\audio\test_split\AD59066.wav,en,0.000-5.900,Pura Bachpan because I've spent there so it's quite a special place for me and the memories,the whole childhood because I have spent there
datasets\Corpus\adult\audio\test_split\AD59066.wav,en,5.900-7.560,they were quite raw.,so it's quite a special place for me
datasets\Corpus\adult\audio\test_split\AD59067.wav,en,0.000-2.240,So that's special about that place.,So that's special about that place.
datasets\Corpus\adult\audio\test_split\AD59075.wav,en,0.000-5.600,"Okay, what kind of food do I like? Can I tell about my favorite dish?","Okay, what kind of food do I like? Can I tell about my favorite dish?"
datasets\Corpus\adult\audio\test_split\AD59077.wav,ne,0.000-1.260,घर पे बनाओआ खाना,Homemade food
datasets\Corpus\adult\audio\test_split\AD59079.wav,en,0.000-6.200,गोलगप्पे everything but अगर घर पे बने हो then I would like I would love to eat them,"golgappas, everything."
datasets\Corpus\adult\audio\test_split\AD59084.wav,en,0.000-6.720,"And one food if I would say which I very much like is maybe Aloo Paratha, Ghar Ka.",One food which I like is Aloo Paratha
datasets\Corpus\adult\audio\test_split\AD59090.wav,hi,0.000-4.480,शायद कुछ पालक या साग या पालक पनीर या ऐसा कुछ,Maybe some spinach or spinach and paneer or something like that
datasets\Corpus\adult\audio\test_split\AD59090.wav,en,4.480-6.500,so that's my favorite dish,So that's my favorite dish
datasets\Corpus\adult\audio\test_split\AD59095.wav,hi,0.000-4.980,और पहार ज़्यादा पसंद है राधर देन बीचेस बट तो,and I like mountains more
datasets\Corpus\adult\audio\test_split\AD59099.wav,en,0.000-4.800,uh not much tourists they go towards or they flock towards the countryside,uh not much tourists they go towards or they flock towards the countryside
datasets\Corpus\adult\audio\test_split\AD59100.wav,en,0.000-4.800,और population कफी कम है in the countryside and,and the population is very less in the countryside.
datasets\Corpus\adult\audio\test_split\AD59101.wav,en,0.000-4.880,there is much more you know history and stories,there is much more you know history and stories
datasets\Corpus\adult\audio\test_split\AD59112.wav,en,0.000-3.600,"As they walked through the jungle, they felt as if someone was watching them.",as they walked through the jungle they felt as if someone was watching them
datasets\Corpus\adult\audio\test_split\AD59121.wav,hi,0.000-5.380,इस गुफा का राज है साथ निभाना और एक दूसरे की मदद करना,The secret of this cave is to help each other
datasets\Corpus\adult\audio\test_split\AD59122.wav,hi,0.000-5.620,"ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं","This cave is for those who live in friendship, love and togetherness"
datasets\Corpus\adult\audio\test_split\AD59123.wav,hi,0.000-4.600,चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई,Chintu and Raju understood this and their friendship became stronger.
datasets\Corpus\adult\audio\test_split\AD59130.wav,en,0.000-3.920,"Excited by their discovery, they spent hours deciphering the symbols,","Excited by their discovery, they spent hours deciphering the symbols,"
datasets\Corpus\adult\audio\test_split\AD59130.wav,en,3.920-9.600,finally translating a passage that spoke of a hidden portal to a magical world.,finally translating a passage that spoke of a hidden portal to a magical world.
datasets\Corpus\adult\audio\test_split\AD59134.wav,en,0.000-4.200,"Stepping through the passage, they found themselves in a lush magical forest.","Stepping through the passage, they found themselves in a lush magical forest."
datasets\Corpus\adult\audio\test_split\AD59141.wav,en,0.000-6.320,"Okay, can you describe the image? What are your thoughts about it? So there is a guy","Okay, can you describe the image what are your thoughts about it? So there is a guy"
datasets\Corpus\adult\audio\test_split\AD59145.wav,en,0.000-3.820,"पीछे पहार, मतलब those rocky mountains","behind, mountains, those rocky mountains"
datasets\Corpus\adult\audio\test_split\AD59155.wav,en,0.000-5.200,and something is going on in his mind contemplating maybe his life or maybe,and something is going on in his mind contemplating maybe his life or maybe
datasets\Corpus\adult\audio\test_split\AD59158.wav,en,0.000-7.840,the picture is presenting quite a scenic view of the whole rocky mountains and the vegetation.,The picture is presenting quite a scenic view of the whole rocky mountains and the vegetation.
datasets\Corpus\adult\audio\test_split\AD59161.wav,en,0.000-1.720,"Both are boys, I guess.",both are boys i guess and
datasets\Corpus\adult\audio\test_split\AD59162.wav,hi,0.000-2.900,"के सामने प्लेट्स हैं, प्लेट में खाना है",There are plates in front of the kitchen
datasets\Corpus\adult\audio\test_split\AD59163.wav,hi,0.000-1.940,और बॉटल्स है उनकी,And these are their bottles.
datasets\Corpus\adult\audio\test_split\AD59182.wav,hi,0.000-1.440,और सामने उनकी टॉइज रखे हैं,and toys in front of it
datasets\Corpus\adult\audio\test_split\AD59184.wav,en,0.000-3.760,"He is around maybe seven, eight years.",he is around maybe seven eight years
datasets\Corpus\adult\audio\test_split\AD59185.wav,en,0.000-3.040,And he's looking quite happy.,And he's looking quite happy.
datasets\Corpus\adult\audio\test_split\AD59198.wav,en,0.000-2.080,when he is being clicked,when he is being clicked
datasets\Corpus\adult\audio\test_split\AD59208.wav,en,0.000-6.080,and this guy is just clicking maybe pictures for his or her social social media apps maybe for,and this guy is just clicking maybe pictures for his or her social social media apps maybe for
datasets\Corpus\adult\audio\test_split\AD59208.wav,sv,6.080-12.000,instagram,instagram
datasets\Corpus\adult\audio\test_split\AD59212.wav,hi,0.000-6.620,उपर एक जीसस क्राइस्ट की एक जीसस है या मरिया है I don't know,On the top there is a Jesus Christ's...
datasets\Corpus\adult\audio\test_split\AD60016.wav,en,0.000-4.040,Every single gestures we enjoy with our family food,Every single gestures we enjoy with our family food
datasets\Corpus\adult\audio\test_split\AD60020.wav,en,0.000-6.080,once in a while i watch web series and very particular about series and very particular what i watch,once in a while i watch web series and very particular about series and very particular what i watch
datasets\Corpus\adult\audio\test_split\AD60031.wav,en,0.000-3.440,My hometown is Faridabad,my hometown is Faridabad
datasets\Corpus\adult\audio\test_split\AD60036.wav,en,0.000-2.880,taste matters and there is also,taste matters and there is also
datasets\Corpus\adult\audio\test_split\AD60040.wav,en,0.000-4.840,Can recommend you the Faridabad malls are one of the good place good malls,Can recommend you the Faridabad malls are one of the good place good malls
datasets\Corpus\adult\audio\test_split\AD60044.wav,en,0.000-2.820,Other places are also there you can visit like,Other places are also there you can visit like
datasets\Corpus\adult\audio\test_split\AD60046.wav,en,0.000-2.640,There are some very good places you can visit there.,There are some very good places you can visit there.
datasets\Corpus\adult\audio\test_split\AD60050.wav,en,0.000-5.440,"As Indians, we love eating spicy foods and I love eating.","As Indians, we love eating spicy foods and I love eating."
datasets\Corpus\adult\audio\test_split\AD60064.wav,en,0.000-2.660,Exploration traveling purpose. I love going to,Exploration traveling purpose. I love going to
datasets\Corpus\adult\audio\test_split\AD60074.wav,en,0.000-2.520,It's the best thing. I just love it.,It's the best thing. I just love it.
datasets\Corpus\adult\audio\test_split\AD60081.wav,hi,0.000-2.580,"रात की समय में जब हम गंगोतरे पे बैठे हैं,",When we sit on the Gangotri at night...
datasets\Corpus\adult\audio\test_split\AD60087.wav,en,0.000-4.240,"For me, nature is peace. For me, being in nature is peace.","For me, nature is peace. For me, being in nature is peace."
datasets\Corpus\adult\audio\test_split\AD60089.wav,it,0.000-4.760,cafes and I love to I love dancing,cafes and I love dancing.
datasets\Corpus\adult\audio\test_split\AD60096.wav,hi,0.000-4.700,इसे सुनके तो उन्होंने सोचा कि ये उनका next adventure spot हो सकता है,"After hearing this, they both thought that this could be their next adventure spot."
datasets\Corpus\adult\audio\test_split\AD60097.wav,hi,0.000-29.980,चिंटू और राजू ने अपने जूल पर जूलाएंगे,So Chintu and Raju
datasets\Corpus\adult\audio\test_split\AD60100.wav,ur,0.000-3.060,پر انہوں نے حمد نہیں ہاری جب وہ گفا تک پہنچے,But they didn't give up.
datasets\Corpus\adult\audio\test_split\AD60100.wav,ur,3.060-3.920,انہیں گفا سے,"When they reached the cave, they saw"
datasets\Corpus\adult\audio\test_split\AD60104.wav,en,0.000-4.880,Slowly and steadily the secrets of the cave begin to unfold before them.,Slowly and steadily the secrets of the cave begin to unfold before them.
datasets\Corpus\adult\audio\test_split\AD60108.wav,hi,0.000-4.280,तो बच्चों ये थी चिंटू और आजू की अनूकी गुफा के गहाने,"So guys, this was Chintu and Raju's unique cave stories."
datasets\Corpus\adult\audio\test_split\AD60112.wav,hi,0.000-6.060,एक अर्मी के दिन के दोपर में वाइल एक्सप्लोरिंग द एटिक ऑफ देर ओल्ड हाउस अ,in the afternoon of a hot summer day
datasets\Corpus\adult\audio\test_split\AD60114.wav,en,0.000-2.600,Excited by their discovery they spent hours,Excited by their discovery they spent hours
datasets\Corpus\adult\audio\test_split\AD60120.wav,hi,0.000-3.420,इंशियस्ली उन्होंने चंगल में,anxiously
datasets\Corpus\adult\audio\test_split\AD60122.wav,hi,0.000-7.100,कई घंटों के अन्वेशन के पाथ उन्होंने जंगल के मत्य में एक महल को खूच निकाला,"After many hours of unvesion, he dug a palace in the middle of the forest."
datasets\Corpus\adult\audio\test_split\AD60125.wav,en,0.000-4.000,and the bond of siblings is the strongest magic of all.,and the bond of siblings is the strongest magic of all.
datasets\Corpus\adult\audio\test_split\AD60126.wav,en,0.000-3.920,this picture according to me a person is standing,this picture according to me a person is standing
datasets\Corpus\adult\audio\test_split\AD60127.wav,hi,0.000-3.920,सेंडी एरिया लाइक दूर दूर तक कुछ नहीं है,sandy area like there is nothing far away
datasets\Corpus\adult\audio\test_split\AD60130.wav,en,0.000-3.120,convalidated by things and,Convoluted by things and uh
datasets\Corpus\adult\audio\test_split\AD60135.wav,en,0.000-3.840,coming across all and going across all the thoughts,coming across all and going across all the thoughts
datasets\Corpus\adult\audio\test_split\AD60144.wav,en,0.000-7.760,pretty much looking nice in a probably a public area and he's just smiling all through,pretty much looking nice in a probably a public area and he's just smiling all through
datasets\Corpus\adult\audio\test_split\AD60149.wav,en,0.000-2.400,"so beautifully, so many lights.","so beautifully, so many lights"
datasets\Corpus\adult\audio\test_split\AD63012.wav,en,0.000-2.640,It's good. What do you feel about that?,It's good. What do you feel about that?
datasets\Corpus\adult\audio\test_split\AD63018.wav,en,0.000-1.560,Actually मुझे Hollywood series,"Actually, I want to watch the Hollywood series."
datasets\Corpus\adult\audio\test_split\AD63021.wav,hi,0.000-6.980,"बट यह है कि वो थोड़े अच्छे होने चाहिए, इंट्रेस्टिंग होने चाहिए, थोड़े जिनकी स्टोरी थोड़ी बाकियों से हट के हो",But it should be good and interesting and the story should be different from the rest.
datasets\Corpus\adult\audio\test_split\AD63033.wav,hi,0.000-5.160,तो मैंने घंटों अपने रूम के विंडो से नैनिताल को देखते हुए बिता रखा है,So I spent hours looking at Nainital from my window.
datasets\Corpus\adult\audio\test_split\AD63037.wav,ne,0.000-1.200,नेनी ताल को छोड़कर,街道ا詳細詳細 ascertaining definition
datasets\Corpus\adult\audio\test_split\AD63038.wav,hi,0.000-7.080,वह डू लाइक टू रिप्लेंट समझ दिन अब आप प्लेस टू एवरीवन एक्शन मुझे लगता है कि वहां सबको जाना चाहिए पर,What do you like to recommend something about your place to everyone?
datasets\Corpus\adult\audio\test_split\AD63039.wav,hi,0.000-4.600,वहाँ पे आप खुद को नेचर के बहुत करीब फिल्ड कर सकते हो,You can feel very close to nature there.
datasets\Corpus\adult\audio\test_split\AD63040.wav,hi,0.000-2.580,और वो बहुत सुन्दर प्लेस है।,And it's a beautiful place.
datasets\Corpus\adult\audio\test_split\AD63042.wav,hi,0.000-1.120,सुन्दर लगता है,It looks beautiful.
datasets\Corpus\adult\audio\test_split\AD63046.wav,hi,0.000-5.980,जो की एक दाल होती है काला भट उससे बनती है जिसे बोलते हैं ज्वाला,which is made from a dal called Jwala
datasets\Corpus\adult\audio\test_split\AD63053.wav,en,0.000-4.080,what is your favorite destination for holiday why do you like that place,what is your favorite destination for holiday why do you like that place
datasets\Corpus\adult\audio\test_split\AD63059.wav,hi,0.000-4.860,इसलिए और एक्चुडी मेरी बहुत सारी मेमोरीज भी वहां से चुड़ी हुई है तो,"Actually, I have a lot of memories from there."
datasets\Corpus\adult\audio\test_split\AD63060.wav,ro,0.000-1.840,वो place मेरी favorite है,that place is my favorite
datasets\Corpus\adult\audio\test_split\AD63061.wav,en,0.000-2.000,okay please read these lines,okay please read these lines
datasets\Corpus\adult\audio\test_split\AD63063.wav,hi,0.000-1.040,चिंटू और राजू,Chintu and Raju
datasets\Corpus\adult\audio\test_split\AD63071.wav,hi,0.000-3.960,जब वो गुफा तक पहुँच गए उन्हें गुफा से एक अजीब सी हवाज आई।,"When they reached the cave, they heard a strange noise."
datasets\Corpus\adult\audio\test_split\AD63074.wav,hi,0.000-9.340,चिन्टू और राजू ने गार्जियन के दिये गए टास्क कमप्लीट कर लिये और हर एक टास्क के बाद उन्हें गुफा का सिक्रेट थोड़ा और समझ आ गया।,Chintu and Raju completed the tasks given by the guardian and after each task they understood the secret of the cave a little more.
datasets\Corpus\adult\audio\test_split\AD63077.wav,hi,0.000-5.380,"ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं","This cave is for those who live in friendship, love and togetherness."
datasets\Corpus\adult\audio\test_split\AD63081.wav,hi,0.000-1.880,मिलते हैं अगली कहानी में,See you in the next story.
datasets\Corpus\adult\audio\test_split\AD63083.wav,en,0.000-1.600,Please read these lines.,Please read these lines.
datasets\Corpus\adult\audio\test_split\AD63088.wav,en,0.000-3.680,filled with mysterious symbols and unseen drawings.,filled with mysterious symbols and unseen drawings.
datasets\Corpus\adult\audio\test_split\AD63089.wav,en,0.000-2.720,"Excited by their discovery, they spent hours","Excited by their discovery, they spent hours"
datasets\Corpus\adult\audio\test_split\AD63105.wav,tl,0.000-3.280,okay next image,okay next image
datasets\Corpus\adult\audio\test_split\AD63119.wav,en,0.000-0.960,thank you,Thank you.
